id,name,spirit_category,primary_spirit,method,glass,ice,garnish,flavor_profiles,vibes,difficulty,lore,pro_tip,is_classic,source,steps_json,ingredients_json,photo_url,photo_thumb,photo_source,photo_id,has_custom_photo,photo_credit,photo_credit_url
ll-00555,Honeyed Tonic,whiskey_bourbon,Buffalo Trace,stir,rocks,crushed,pineapple chunk,"[""warming"", ""bitter"", ""sweet""]","[""Happy Hour"", ""Party Starter"", ""Healthy-ish"", ""Game Night""]",medium,"Popularized in Tokyo's bar scene before crossing the Pacific, this drink introduced Western audiences to Japanese whisky culture.",Muddle herbs with syrup rather than citrus — the sugar helps extract essential oils without releasing bitter chlorophyll.,False,liquid_lore_original,"[""Combine all ingredients in a mixing glass."", ""Fill with large ice cubes and stir steadily for 30 seconds."", ""Strain into your chilled glass."", ""Garnish with pineapple chunk.""]","[{""name"": ""Buffalo Trace"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""cold brew coffee"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""simple syrup"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""vanilla syrup"", ""amount"": ""1 dash"", ""notes"": null}]",https://images.unsplash.com/photo-1626196340347-9ac5e8a2c6c8?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1626196340347-9ac5e8a2c6c8?w=400&q=70&fit=crop&auto=format,unsplash,1626196340347-9ac5e8a2c6c8,False,Unsplash,https://unsplash.com/photos/1626196340347-9ac5e8a2c6c8
ll-00556,The Cool Spark,mezcal,Ilegal,stir,rocks,large cube,olive,"[""complex"", ""bitter"", ""smoky""]","[""Party Starter"", ""Date Night"", ""Cozy Night In""]",hard,,"Build directly in the glass and add the carbonated ingredient last, giving only one gentle stir to preserve the bubbles.",False,liquid_lore_original,"[""Combine all ingredients in a mixing glass."", ""Fill with large ice cubes and stir steadily for 30 seconds."", ""Strain into your chilled glass."", ""Garnish with olive.""]","[{""name"": ""Ilegal"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""Campari"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""sweet vermouth"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1626196340347-9ac5e8a2c6c8?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1626196340347-9ac5e8a2c6c8?w=400&q=70&fit=crop&auto=format,unsplash,1626196340347-9ac5e8a2c6c8,False,Unsplash,https://unsplash.com/photos/1626196340347-9ac5e8a2c6c8
ll-00557,The Tropical Daisy,whiskey_bourbon,Angel's Envy,stir,rocks,on the rocks,grapefruit twist,"[""warming"", ""sweet"", ""boozy""]","[""Late Night"", ""Brunch"", ""Happy Hour"", ""Healthy-ish""]",medium,"Born in New Orleans in the late 1800s, this is one of the oldest continuously served cocktails in American history.",Rinse the glass with absinthe or a peated Scotch before building the drink to add a subtle aromatic backdrop.,False,liquid_lore_original,"[""Combine all ingredients in a mixing glass."", ""Fill with large ice cubes and stir steadily for 30 seconds."", ""Strain into your chilled glass."", ""Garnish with grapefruit twist.""]","[{""name"": ""Angel's Envy"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""sweet vermouth"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""Angostura bitters"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""sparkling water"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1570196922220-8bca443c6b8b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1570196922220-8bca443c6b8b?w=400&q=70&fit=crop&auto=format,unsplash,1570196922220-8bca443c6b8b,False,Unsplash,https://unsplash.com/photos/1570196922220-8bca443c6b8b
ll-00558,The Copper Flame,vodka,Ketel One,shake,coupe,on the rocks,cinnamon stick,"[""sour"", ""citrusy"", ""herby"", ""refreshing""]","[""Late Night"", ""Happy Hour"", ""After Dinner"", ""Party Starter""]",medium,,,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with cinnamon stick.""]","[{""name"": ""Ketel One"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""simple syrup"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""rose water"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1582106245687-91b5614c0b6b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1582106245687-91b5614c0b6b?w=400&q=70&fit=crop&auto=format,unsplash,1582106245687-91b5614c0b6b,False,Unsplash,https://unsplash.com/photos/1582106245687-91b5614c0b6b
ll-00559,Doctor's Nadir,gin,The Botanist,shake,coupe,crushed,lime wedge,"[""citrusy"", ""herby"", ""refreshing""]","[""Happy Hour"", ""Summer Patio""]",hard,"A classic of the 1970s disco scene, this cocktail rode the wave of the fruit liqueur craze that swept American bars.",Stir with ice for at least 30 seconds — most home bartenders under-dilute their stirred drinks.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with lime wedge.""]","[{""name"": ""The Botanist"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""simple syrup"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""cinnamon syrup"", ""amount"": ""1 dash"", ""notes"": null}]",https://images.unsplash.com/photo-1571950006183-5cbf100a9bf1?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1571950006183-5cbf100a9bf1?w=400&q=70&fit=crop&auto=format,unsplash,1571950006183-5cbf100a9bf1,False,Unsplash,https://unsplash.com/photos/1571950006183-5cbf100a9bf1
ll-00560,Smokey Julep,rum,Bacardi White,blend,hurricane,none (served up),smoked with wood chip,"[""tropical"", ""sweet"", ""creamy""]","[""Healthy-ish"", ""Late Night"", ""Party Starter""]",medium,The recipe was developed by a competition bartender seeking to highlight a single spirit's character while adding just enough complexity to reward attention.,Use large-format ice. A single 2-inch cube melts far slower than cracked ice and keeps the drink from becoming watered-down.,False,liquid_lore_original,"[""Combine all ingredients in a blender with 1 cup of crushed ice."", ""Blend on high until smooth."", ""Pour into your glass."", ""Garnish with smoked with wood chip.""]","[{""name"": ""Bacardi White"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""coconut cream"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""pineapple juice"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1605270012917-bf157c5a9541?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1605270012917-bf157c5a9541?w=400&q=70&fit=crop&auto=format,unsplash,1605270012917-bf157c5a9541,False,Unsplash,https://unsplash.com/photos/1605270012917-bf157c5a9541
ll-00561,Señor Shrub,gin,Aviation,shake,coupe,crushed,grapefruit twist,"[""citrusy"", ""herby"", ""refreshing""]","[""Beach Day"", ""Date Night"", ""Holiday""]",medium,"Created in the 1980s as a marketing tool for a new vodka brand, it accidentally became a cultural phenomenon and a generational touchstone.","When double-straining through a fine mesh, work quickly — the ice continues to dilute in the shaker.",False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with grapefruit twist.""]","[{""name"": ""Aviation"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""muddled basil"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""coconut cream"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1536935338788-846bb9981813?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1536935338788-846bb9981813?w=400&q=70&fit=crop&auto=format,unsplash,1536935338788-846bb9981813,False,Unsplash,https://unsplash.com/photos/1536935338788-846bb9981813
ll-00562,Buenos Aires Dawn,tequila,Fortaleza,shake,highball,large cube,lime wedge,"[""sour"", ""citrusy"", ""refreshing"", ""fruity""]","[""Healthy-ish"", ""Happy Hour""]",easy,The drink was created as a vehicle for a newly imported spirit and remains the definitive way to experience that base.,"Toast your spices (cinnamon stick, cardamom) before making the syrup to deepen the flavor profile significantly.",False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with lime wedge.""]","[{""name"": ""Fortaleza"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""watermelon juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""tonic water"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1621263764928-df1444c5e859?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1621263764928-df1444c5e859?w=400&q=70&fit=crop&auto=format,unsplash,1621263764928-df1444c5e859,False,Unsplash,https://unsplash.com/photos/1621263764928-df1444c5e859
ll-00563,Sweet Storm,tequila,Patron Silver,build,highball,none (served up),coffee beans (3),"[""sour"", ""citrusy"", ""sweet"", ""fruity""]","[""Summer Patio"", ""Beach Day""]",medium,"This drink traces its origins to the Prohibition era, when bartenders had to mask the taste of low-quality bathtub gin with citrus and sweeteners.",Batch the base mix a day ahead and store in the fridge — the flavors meld and the drink becomes more cohesive.,False,liquid_lore_original,"[""Fill your glass with ice."", ""Add ingredients in order, finishing with any carbonated components."", ""Give a single gentle stir to incorporate."", ""Garnish with coffee beans (3).""]","[{""name"": ""Patron Silver"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""fresh orange juice"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""grenadine"", ""amount"": ""\u00be oz"", ""notes"": null}]",https://images.unsplash.com/photo-1609951651490-b1f34bb34b8b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1609951651490-b1f34bb34b8b?w=400&q=70&fit=crop&auto=format,unsplash,1609951651490-b1f34bb34b8b,False,Unsplash,https://unsplash.com/photos/1609951651490-b1f34bb34b8b
ll-00564,Warm Seoul Swizzle,vodka,Stolichnaya,shake,coupe,large cube,basil leaf,"[""tropical"", ""sweet"", ""fruity""]","[""Holiday"", ""Summer Patio""]",easy,The drink was created as a vehicle for a newly imported spirit and remains the definitive way to experience that base.,"Dry shake first (no ice) for 15 seconds to fully emulsify the egg white, then shake with ice for texture.",False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with basil leaf.""]","[{""name"": ""Stolichnaya"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""passion fruit juice"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""simple syrup"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""muddled cucumber"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1544145945-f90425340c7e?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1544145945-f90425340c7e?w=400&q=70&fit=crop&auto=format,unsplash,1544145945-f90425340c7e,False,Unsplash,https://unsplash.com/photos/1544145945-f90425340c7e
ll-00565,Stormy Seoul Shrub,rum,Bacardi Dark,blend,hurricane,on the rocks,fresh mint sprig,"[""tropical"", ""sweet"", ""creamy""]","[""Game Night"", ""After Dinner"", ""Late Night""]",easy,The recipe was developed by a competition bartender seeking to highlight a single spirit's character while adding just enough complexity to reward attention.,,False,liquid_lore_original,"[""Combine all ingredients in a blender with 1 cup of crushed ice."", ""Blend on high until smooth."", ""Pour into your glass."", ""Garnish with fresh mint sprig.""]","[{""name"": ""Bacardi Dark"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""coconut cream"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""pineapple juice"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1544145945-f90425340c7e?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1544145945-f90425340c7e?w=400&q=70&fit=crop&auto=format,unsplash,1544145945-f90425340c7e,False,Unsplash,https://unsplash.com/photos/1544145945-f90425340c7e
ll-00566,Hazy London Flash,gin,Tanqueray,build,highball,large cube,orange twist,"[""refreshing"", ""sweet"", ""herby"", ""sour"", ""bitter""]","[""Game Night"", ""Healthy-ish"", ""Summer Patio""]",medium,"Created in the 1980s as a marketing tool for a new vodka brand, it accidentally became a cultural phenomenon and a generational touchstone.",Stir with ice for at least 30 seconds — most home bartenders under-dilute their stirred drinks.,False,liquid_lore_original,"[""Fill your glass with ice."", ""Add ingredients in order, finishing with any carbonated components."", ""Give a single gentle stir to incorporate."", ""Garnish with orange twist.""]","[{""name"": ""Tanqueray"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""tonic water"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""Lillet Rose"", ""amount"": ""1 dash"", ""notes"": null}]",https://images.unsplash.com/photo-1551538827-9c037cb4f32a?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1551538827-9c037cb4f32a?w=400&q=70&fit=crop&auto=format,unsplash,1551538827-9c037cb4f32a,False,Unsplash,https://unsplash.com/photos/1551538827-9c037cb4f32a
ll-00567,The Spiced Collins,tequila,Olmeca,shake,rocks,none (served up),grapefruit twist,"[""refreshing"", ""sweet"", ""sour"", ""citrusy"", ""fruity""]","[""Late Night"", ""Healthy-ish""]",hard,This cocktail's balance of bitter and sweet made it the darling of the early craft cocktail revival in the early 2000s.,"Express the citrus peel by holding it skin-side-down over the glass, giving it a sharp bend to release the oils, then run it around the rim before dropping it in.",False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with grapefruit twist.""]","[{""name"": ""Olmeca"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""agave syrup"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1560963805-6c64f2785b9c?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1560963805-6c64f2785b9c?w=400&q=70&fit=crop&auto=format,unsplash,1560963805-6c64f2785b9c,False,Unsplash,https://unsplash.com/photos/1560963805-6c64f2785b9c
ll-00568,The Frosted Collins,rum,El Dorado,shake,highball,on the rocks,dehydrated citrus wheel,"[""creamy"", ""refreshing"", ""sweet"", ""citrusy"", ""floral""]","[""After Dinner"", ""Healthy-ish""]",easy,The recipe was developed by a competition bartender seeking to highlight a single spirit's character while adding just enough complexity to reward attention.,Muddle herbs with syrup rather than citrus — the sugar helps extract essential oils without releasing bitter chlorophyll.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with dehydrated citrus wheel.""]","[{""name"": ""El Dorado"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""grapefruit juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""honey syrup"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1569529465841-dfecdab7503b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1569529465841-dfecdab7503b?w=400&q=70&fit=crop&auto=format,unsplash,1569529465841-dfecdab7503b,False,Unsplash,https://unsplash.com/photos/1569529465841-dfecdab7503b
ll-00569,Nordic Flip,gin,The Botanist,shake,coupe,none (served up),dusting of cinnamon,"[""sour"", ""citrusy"", ""sweet"", ""floral""]","[""Cozy Night In"", ""Beach Day""]",hard,"Created in the 1980s as a marketing tool for a new vodka brand, it accidentally became a cultural phenomenon and a generational touchstone.","Dry shake first (no ice) for 15 seconds to fully emulsify the egg white, then shake with ice for texture.",False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with dusting of cinnamon.""]","[{""name"": ""The Botanist"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""St-Germain"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00be oz"", ""notes"": null}]",https://images.unsplash.com/photo-1571950006183-5cbf100a9bf1?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1571950006183-5cbf100a9bf1?w=400&q=70&fit=crop&auto=format,unsplash,1571950006183-5cbf100a9bf1,False,Unsplash,https://unsplash.com/photos/1571950006183-5cbf100a9bf1
ll-00570,Barcelona Reviver,scotch,Glenfiddich,stir,coupe,on the rocks,flamed orange peel,"[""warming"", ""sweet"", ""smoky""]","[""Beach Day"", ""Cozy Night In""]",hard,"This drink traces its origins to the Prohibition era, when bartenders had to mask the taste of low-quality bathtub gin with citrus and sweeteners.",Stir with ice for at least 30 seconds — most home bartenders under-dilute their stirred drinks.,False,liquid_lore_original,"[""Combine all ingredients in a mixing glass."", ""Fill with large ice cubes and stir steadily for 30 seconds."", ""Strain into your chilled glass."", ""Garnish with flamed orange peel.""]","[{""name"": ""Glenfiddich"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""sweet vermouth"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""Drambuie"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""activated charcoal"", ""amount"": ""2 dashes"", ""notes"": null}]",https://images.unsplash.com/photo-1598514982901-4f08e43cf5e8?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1598514982901-4f08e43cf5e8?w=400&q=70&fit=crop&auto=format,unsplash,1598514982901-4f08e43cf5e8,False,Unsplash,https://unsplash.com/photos/1598514982901-4f08e43cf5e8
ll-00571,The Tropical Nadir,rum,El Dorado,shake,tiki mug,none (served up),chili flakes on rim,"[""refreshing"", ""tropical"", ""sweet"", ""nutty"", ""bitter""]","[""Date Night"", ""Cozy Night In"", ""Party Starter""]",hard,The recipe was developed by a competition bartender seeking to highlight a single spirit's character while adding just enough complexity to reward attention.,Salt on the rim should only cover half the rim — this gives the drinker the choice of sipping with or without.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with chili flakes on rim.""]","[{""name"": ""El Dorado"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""passion fruit juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""orgeat syrup"", ""amount"": ""\u00be oz"", ""notes"": null}]",https://images.unsplash.com/photo-1551538827-9c037cb4f32a?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1551538827-9c037cb4f32a?w=400&q=70&fit=crop&auto=format,unsplash,1551538827-9c037cb4f32a,False,Unsplash,https://unsplash.com/photos/1551538827-9c037cb4f32a
ll-00572,The Smoky Ramos,tequila,Clase Azul,shake,rocks,none (served up),grapefruit half-wheel,"[""sour"", ""citrusy"", ""refreshing""]","[""Late Night"", ""Holiday"", ""After Dinner"", ""Beach Day""]",medium,The drink was created as a vehicle for a newly imported spirit and remains the definitive way to experience that base.,,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with grapefruit half-wheel.""]","[{""name"": ""Clase Azul"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""agave syrup"", ""amount"": ""\u00be oz"", ""notes"": null}]",https://images.unsplash.com/photo-1621263764928-df1444c5e859?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1621263764928-df1444c5e859?w=400&q=70&fit=crop&auto=format,unsplash,1621263764928-df1444c5e859,False,Unsplash,https://unsplash.com/photos/1621263764928-df1444c5e859
ll-00573,The Bartender's Cascade,whiskey_bourbon,Bulleit Bourbon,shake,rocks,large cube,smoked with wood chip,"[""sour"", ""citrusy"", ""warming""]","[""Brunch"", ""Holiday""]",hard,"This drink traces its origins to the Prohibition era, when bartenders had to mask the taste of low-quality bathtub gin with citrus and sweeteners.",Rinse the glass with absinthe or a peated Scotch before building the drink to add a subtle aromatic backdrop.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with smoked with wood chip.""]","[{""name"": ""Bulleit Bourbon"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""simple syrup"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1569529465841-dfecdab7503b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1569529465841-dfecdab7503b?w=400&q=70&fit=crop&auto=format,unsplash,1569529465841-dfecdab7503b,False,Unsplash,https://unsplash.com/photos/1569529465841-dfecdab7503b
ll-00574,The Amber Dawn,vodka,Reyka,shake,highball,crushed,lemon twist,"[""creamy"", ""refreshing"", ""sour"", ""citrusy"", ""fruity""]","[""Game Night"", ""Cozy Night In"", ""Holiday"", ""Happy Hour""]",medium,"A riff on a Prohibition-era sour, updated with modern syrups and techniques for a cleaner, more vibrant result.",Salt on the rim should only cover half the rim — this gives the drinker the choice of sipping with or without.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with lemon twist.""]","[{""name"": ""Reyka"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""watermelon juice"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""\u00be oz"", ""notes"": null}]",https://images.unsplash.com/photo-1544145945-f90425340c7e?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1544145945-f90425340c7e?w=400&q=70&fit=crop&auto=format,unsplash,1544145945-f90425340c7e,False,Unsplash,https://unsplash.com/photos/1544145945-f90425340c7e
ll-00575,The Cobalt Cooler,gin,Hendrick's,shake,coupe,none (served up),dehydrated citrus wheel,"[""earthy"", ""sweet"", ""savory"", ""citrusy"", ""floral""]","[""Healthy-ish"", ""Late Night"", ""Beach Day"", ""Date Night""]",hard,"Born in New Orleans in the late 1800s, this is one of the oldest continuously served cocktails in American history.",Muddle herbs with syrup rather than citrus — the sugar helps extract essential oils without releasing bitter chlorophyll.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with dehydrated citrus wheel.""]","[{""name"": ""Hendrick's"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""St-Germain"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00bc oz"", ""notes"": null}, {""name"": ""ginger ale"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1582106245687-91b5614c0b6b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1582106245687-91b5614c0b6b?w=400&q=70&fit=crop&auto=format,unsplash,1582106245687-91b5614c0b6b,False,Unsplash,https://unsplash.com/photos/1582106245687-91b5614c0b6b
ll-00576,Ember Fix,mezcal,Wahaka,stir,rocks,large cube,Luxardo cherry,"[""complex"", ""smoky"", ""savory"", ""sour"", ""bitter""]","[""After Dinner"", ""Cozy Night In""]",easy,"Originally a digestif meant to be sipped slowly after a long Italian dinner, this formula was adapted for the American palate by shortening it and adding ice.","Dry shake first (no ice) for 15 seconds to fully emulsify the egg white, then shake with ice for texture.",False,liquid_lore_original,"[""Combine all ingredients in a mixing glass."", ""Fill with large ice cubes and stir steadily for 30 seconds."", ""Strain into your chilled glass."", ""Garnish with Luxardo cherry.""]","[{""name"": ""Wahaka"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""Campari"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""sweet vermouth"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1626196340347-9ac5e8a2c6c8?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1626196340347-9ac5e8a2c6c8?w=400&q=70&fit=crop&auto=format,unsplash,1626196340347-9ac5e8a2c6c8,False,Unsplash,https://unsplash.com/photos/1626196340347-9ac5e8a2c6c8
ll-00577,Smoky Storm,gin,Aviation,build,highball,none (served neat),orange wheel,"[""bitter"", ""herby"", ""refreshing""]","[""Summer Patio"", ""Healthy-ish"", ""After Dinner""]",medium,"Popularized in Tokyo's bar scene before crossing the Pacific, this drink introduced Western audiences to Japanese whisky culture.","Express the citrus peel by holding it skin-side-down over the glass, giving it a sharp bend to release the oils, then run it around the rim before dropping it in.",False,liquid_lore_original,"[""Fill your glass with ice."", ""Add ingredients in order, finishing with any carbonated components."", ""Give a single gentle stir to incorporate."", ""Garnish with orange wheel.""]","[{""name"": ""Aviation"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""tonic water"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""\u00be oz"", ""notes"": null}]",https://images.unsplash.com/photo-1470337458755-9f97ef3a60db?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1470337458755-9f97ef3a60db?w=400&q=70&fit=crop&auto=format,unsplash,1470337458755-9f97ef3a60db,False,Unsplash,https://unsplash.com/photos/1470337458755-9f97ef3a60db
ll-00578,Crimson Dawn,vodka,Grey Goose,shake,coupe,crushed,toasted coconut flakes,"[""sour"", ""citrusy"", ""creamy"", ""refreshing""]","[""Cozy Night In"", ""Brunch"", ""Summer Patio""]",easy,The recipe was scrawled on a cocktail napkin by its creator and passed between bartenders for years before being formally documented.,"Build directly in the glass and add the carbonated ingredient last, giving only one gentle stir to preserve the bubbles.",False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with toasted coconut flakes.""]","[{""name"": ""Grey Goose"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""simple syrup"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""peach puree"", ""amount"": ""1 dash"", ""notes"": null}]",https://images.unsplash.com/photo-1582106245687-91b5614c0b6b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1582106245687-91b5614c0b6b?w=400&q=70&fit=crop&auto=format,unsplash,1582106245687-91b5614c0b6b,False,Unsplash,https://unsplash.com/photos/1582106245687-91b5614c0b6b
